,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
573,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T1.transcript_date,T1.transcript_id FROM Transcripts AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.transcript_id  =  T2.transcript_id WHERE T2.student_course_id  =  (SELECT T1.student_course_id FROM Student_Enrolment AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.student_enrolment_id  =  T2.student_enrolment_id) ORDER BY T2.student_course_id DESC LIMIT 1  ","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",student_transcripts_tracking
574,What is the date and id of the transcript with the least number of results?,"SELECT T1.transcript_date,T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id  =  T2.transcript_id ORDER BY T2.results DESC LIMIT 1  ","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",student_transcripts_tracking
575,Find the semester when both Master students and Bachelor students got enrolled in.,"SELECT semester_name FROM Semesters WHERE enrolment_id IN (SELECT student_enrolment_id FROM Student_Enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM Degree_Programs WHERE dept_name IN ('Master', 'Bachelor')))  ",SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',student_transcripts_tracking
576,What is the id of the semester that had both Masters and Bachelors students enrolled?,"SELECT semester_id FROM Student_Enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM Degree_Programs WHERE dept_name = ""Masters"") AND degree_program_id IN (SELECT degree_program_id FROM Degree_Programs WHERE dept_name = ""Bachelors"")  ",SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',student_transcripts_tracking
577,How many different addresses do the students currently live?,SELECT count(*) FROM Addresses WHERE current_address_id IS NOT NULL  ,SELECT count(DISTINCT current_address_id) FROM Students,student_transcripts_tracking
578,What are the different addresses that have students living there?,SELECT address_id FROM Addresses WHERE address_id IN (SELECT permanent_address_id FROM Student_Enrolment)  ,SELECT count(DISTINCT current_address_id) FROM Students,student_transcripts_tracking
579,List all the student details in reversed lexicographical order.,"SELECT first_name ,  middle_name ,  last_name ,  cell_mobile_number ,  email_address ,  ssn ,  date_first_registered ,  date_left ,  other_student_details FROM Students ORDER BY last_name, middle_name, first_name DESC  ",SELECT other_student_details FROM Students ORDER BY other_student_details DESC,student_transcripts_tracking
580,What other details can you tell me about students in reverse alphabetical order?,"SELECT last_name, first_name, middle_name FROM Students ORDER BY last_name DESC  ",SELECT other_student_details FROM Students ORDER BY other_student_details DESC,student_transcripts_tracking
581,Describe the section h.,SELECT section_name FROM SECTION  ,SELECT section_description FROM Sections WHERE section_name  =  'h',student_transcripts_tracking
582,What is the description for the section named h?,SELECT section_description FROM SECTION WHERE course_id = COURSE.course_id AND section_name = 'h'  ,SELECT section_description FROM Sections WHERE section_name  =  'h',student_transcripts_tracking
583,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,"SELECT first_name FROM Students WHERE first_name IN (SELECT T1.country  from Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.permanent_address_id WHERE T2.country  =  ""Haiti"") OR T1.cell_mobile_number  =  ""09700166582""  ",select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',student_transcripts_tracking
584,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,SELECT      first_name FROM     Students WHERE     permanent_address_id = 1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',student_transcripts_tracking
585,List the title of all cartoons in alphabetical order.,SELECT title FROM Cartoon ORDER BY title  ,SELECT Title FROM Cartoon ORDER BY title,tvshow
586,What are the titles of the cartoons sorted alphabetically?,SELECT title FROM Cartoon ORDER BY title  ,SELECT Title FROM Cartoon ORDER BY title,tvshow
587,"List all cartoon directed by ""Ben Jones"".","SELECT * FROM Cartoon WHERE Directed_by = ""Ben Jones"" AND Channel = TV_Channel.id JOIN TV_Channel ON Cartoon.Channel = TV_Channel.id  ","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",tvshow
588,What are the names of all cartoons directed by Ben Jones?,SELECT title FROM Cartoon WHERE directed_by = 'Ben Jones' AND Channel = TV_Channel.id  ,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",tvshow
589,"How many cartoons were written by ""Joseph Kuhr""?","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"" AND Channel = TV_Channel.id  ","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",tvshow
590,What is the number of cartoones written by Joseph Kuhr?,SELECT count(*) FROM Cartoon WHERE Written_by = 'Joseph Kuhr' AND Channel = TV_Channel.id AND Channel = TV_Channel.id  ,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",tvshow
591,list all cartoon titles and their directors ordered by their air date,"SELECT Title,Directed_by,Original_air_date FROM Cartoon ORDER BY Original_air_date  ","SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",tvshow
592,What is the name and directors of all the cartoons that are ordered by air date?,"SELECT title, Directed_by FROM Cartoon ORDER BY Air_Date  ","SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",tvshow
593,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".",SELECT title FROM Cartoon WHERE Directed_by  =  'Ben Jones' OR Directed_by  =  'Brandon Vietti'  ,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",tvshow
594,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,SELECT title FROM Cartoon WHERE Directed_by  =  'Ben Jones' OR Directed_by  =  'Brandon Vietti'  ,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",tvshow
595,Which country has the most of TV Channels? List the country and number of TV Channels it has.,"SELECT Country ,  COUNT(DISTINCT TV_Channel.id) AS Number_of_TV_Channels FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel_id GROUP BY Country ORDER BY Number_of_TV_Channels DESC LIMIT 1  ","SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",tvshow
596,What is the country with the most number of TV Channels and how many does it have?,"SELECT Country ,  COUNT(*) FROM TV_Channel GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1  ","SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",tvshow
597,List the number of different series names and contents in the TV Channel table.,"SELECT count(*) ,  series_name ,  Content FROM TV_Channel GROUP BY series_name,Content  ","SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tvshow
598,How many different series and contents are listed in the TV Channel table?,SELECT count(*) FROM TV_Channel  ,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tvshow
599,"What is the content of TV Channel with serial name ""Sky Radio""?","SELECT serial_name FROM TV_Channel WHERE Channel = (SELECT T1.serial_name FROM TV_series AS T1 JOIN TV_Channel AS T2 ON T1.id  =  T2.Channel WHERE T2.Content  =  ""Sky Radio"")  ","SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
600,What is the content of the series Sky Radio?,SELECT Content FROM TV_series WHERE series_name = 'Sky Radio' AND Channel = 'Sky Radio'  ,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
601,"What is the Package Option of TV Channel with serial name ""Sky Radio""?","SELECT Package_Option FROM TV_Channel WHERE serial_name = ""Sky Radio"" AND Channel = 1  ","SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
602,What are the Package Options of the TV Channels whose series names are Sky Radio?,SELECT Package_Option FROM TV_Channel WHERE series_name = 'Sky Radio' AND Channel = 'Sky Radio'  ,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow
603,How many TV Channel using language English?,SELECT count(*) FROM TV_Channel WHERE Language = 'English' AND Channel = 'ABC'  ,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",tvshow
604,How many TV Channels use the English language?,SELECT count(*) FROM TV_Channel WHERE Language = English AND Channel = 'English'  ,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",tvshow
605,List the language used least number of TV Channel. List language and number of TV Channel.,"SELECT Language,count(*) FROM TV_Channel GROUP BY Language ORDER BY count(*) DESC LIMIT 1  ","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;",tvshow
606,What are the languages used by the least number of TV Channels and how many channels use it?,"SELECT T1.language,  count(T1.language) FROM TV_Channel AS T1 GROUP BY T1.language ORDER BY count(T1.language) DESC LIMIT 1  ","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;",tvshow
607,List each language and the number of TV Channels using it.,"SELECT Language ,  Channel FROM TV_Channel GROUP BY Language  ","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE",tvshow
608,"For each language, list the number of TV Channels that use it.","SELECT Language ,  count(*) FROM TV_Channel GROUP BY Language  ","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE",tvshow
609,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.",SELECT Channel.series_name FROM Cartoon Cartoon ON Channel.id = Cartoon.Channel AND Cartoon.Title = 'The Rise of the Blue Beetle!'  ,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tvshow
610,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT series_name FROM TV_Channel JOIN Cartoon ON TV_Channel.id = Cartoon.Channel WHERE Cartoon.Title = ""The Rise of the Blue Beetle"" AND Cartoon.Channel = TV_Channel.id  ","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tvshow
611,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",SELECT title FROM Cartoon WHERE Channel = 'Sky Radio' AND (SELECT series_name FROM TV_Channel WHERE Channel = 'Sky Radio');  ,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow
612,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?","SELECT T1.title FROM Cartoon AS T1 JOIN TV_series AS T2 ON T1.Channel  =  T2.id WHERE T2.id = 1 AND T2.name = ""Sky Radio""  ","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow
613,List the Episode of all TV series sorted by rating.,SELECT Episode FROM TV_series ORDER BY Rating  ,SELECT Episode FROM TV_series ORDER BY rating,tvshow
614,What are all of the episodes ordered by ratings?,SELECT * FROM TV_series ORDER BY Rating DESC  ,SELECT Episode FROM TV_series ORDER BY rating,tvshow
615,List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,"SELECT      TV_series.Episode,     TV_series.Rating FROM     TV_series     JOIN     Cartoon ON TV_series.Channel = Cartoon.id     JOIN     TV_Channel ON Cartoon.id = TV_Channel.id WHERE     Rating > (SELECT AVG(Rating) FROM TV_series) GROUP BY     TV_series.Episode ORDER BY     Rating DESC LIMIT 3;  ","SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",tvshow
616,What are 3 most highly rated episodes in the TV series table and what were those ratings?,"SELECT T1.Episode,T1.Rating FROM TV_series AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id ORDER BY T2.Rating DESC LIMIT 3  ","SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",tvshow
617,What is minimum and maximum share of TV series?,"SELECT min(Share) ,  max(Share) FROM TV_series  ","SELECT max(SHARE) , min(SHARE) FROM TV_series;",tvshow
618,What is the maximum and minimum share for the TV series?,"SELECT max(Share) ,  min(Share) FROM TV_series WHERE Channel = 'Cartoon'  ","SELECT max(SHARE) , min(SHARE) FROM TV_series;",tvshow
619,"What is the air date of TV series with Episode ""A Love of a Lifetime""?","SELECT T1.Air_Date FROM TV_series AS T1 JOIN Cartoon AS T2 ON T1.id  =  T2.Channel_id WHERE T2.Episode  =  ""A Love of a Lifetime"" AND T2.Channel_id = 1  ","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
620,"When did the episode ""A Love of a Lifetime"" air?",SELECT Channel FROM TV_Channel WHERE Channel = 'A Love of a Lifetime' AND Production_code = '101'  ,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
621,"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"" AND Channel = Cartoon.Channel  ","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
622,"What is the weekly rank for the episode ""A Love of a Lifetime""?",SELECT Weekly_Rank FROM TV_series WHERE Title = 'A Love of a Lifetime' AND Channel = 'Cartoon'  ,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",tvshow
623,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.Channel WHERE T2.Episode  =  ""A Love of a Lifetime"" AND T2.Channel  =  ""Cartoon""  ","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",tvshow
624,"What is the name of the series that has the episode ""A Love of a Lifetime""?","SELECT series_name FROM TV_series WHERE Episode  =  ""A Love of a Lifetime"" AND Channel  =  ""Cartoon""  ","SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";",tvshow
625,"List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"".",SELECT Episode FROM TV_series WHERE Channel  =  'Sky Radio'  ,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow
626,"What is the episode for the TV series named ""Sky Radio""?","SELECT episode FROM TV_series WHERE series_name = ""Sky Radio"" AND Channel = 1  ","SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",tvshow
627,Find the number of cartoons directed by each of the listed directors.,SELECT count(*) FROM Cartoon WHERE Directed_by  =  'Hank Ketcham' AND Channel = 'ABC'  ,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by",tvshow
628,How many cartoons did each director create?,SELECT count(*) FROM Cartoon WHERE directed_by != '' GROUP BY directed_by  ,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by",tvshow
629,Find the production code and channel of the most recently aired cartoon .,"SELECT Production_code, Channel FROM Cartoon ORDER BY Air_Date DESC LIMIT 1  ","select production_code ,  channel from cartoon order by original_air_date desc limit 1",tvshow
630,What is the produdction code and channel of the most recent cartoon ?,"SELECT Production_code ,  Channel FROM Cartoon ORDER BY Production_code DESC LIMIT 1  ","select production_code ,  channel from cartoon order by original_air_date desc limit 1",tvshow
631,Find the package choice and series name of the TV channel that has high definition TV.,"SELECT Package_Option ,  series_name FROM TV_Channel WHERE Package_Option = 'High Definition TV' AND Channel = (SELECT Channel FROM Cartoon WHERE id = (SELECT id FROM TV_series WHERE Episode = (SELECT Episode FROM TV_series WHERE Channel = (SELECT id FROM TV_Channel WHERE Package_Option = 'High Definition TV')))  ","SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""",tvshow
632,What are the package options and the name of the series for the TV Channel that supports high definition TV?,"SELECT T1.Package_Option,  T2.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.Channel  ","SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""",tvshow
633,which countries' tv channels are playing some cartoon written by Todd Casey?,SELECT Channel FROM TV_Channel WHERE Title = Todd Casey AND Channel = 'US'  ,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',tvshow
634,What are the countries that have cartoons on TV that were written by Todd Casey?,"SELECT T1.id,T1.series_name,T1.Country,T1.Language,T1.Content,T1.Pixel_aspect_ratio_PAR,T1.Hight_definition_TV,T1.Pay_per_view_PPV,T1.Package_Option FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.id WHERE T2.Written_by  =  Todd Casey AND T2.Channel  =  Todd Casey  ",SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',tvshow
635,which countries' tv channels are not playing any cartoon written by Todd Casey?,SELECT Country FROM TV_Channel WHERE Channel NOT IN (SELECT Channel FROM Cartoon WHERE Todd_Casey = 'Yes')  ,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',tvshow
636,What are the countries that are not playing cartoons written by Todd Casey?,SELECT Country FROM TV_Channel WHERE Written_by != Todd Casey  ,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey',tvshow
637,Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,"SELECT T1.series_name ,  T1.Country FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id  =  T2.Channel WHERE T2.Directed_by  =  Ben Jones AND T2.Written_by  =  Michael Chang AND T2.Channel  =  T1.id  ","SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'",tvshow
638,What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,"SELECT T1.series_name ,  T1.Country FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id  =  T2.Channel WHERE T2.Directed_by = Ben Jones AND T2.Written_by = Ben Jones  ","SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'",tvshow
639,find the pixel aspect ratio and nation of the tv channels that do not use English.,"SELECT Pixel_aspect_ratio_PAR FROM TV_Channel WHERE Language != ""English"" AND Channel != ""English""  ","SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'",tvshow
640,What is the pixel aspect ratio and country of origin for all TV channels that do not use English?,"SELECT      TV_Channel.id,     TV_Channel.series_name,     TV_Channel.Country,     TV_Channel.Language,     TV_Channel.Content,     TV_Channel.Pixel_aspect_ratio_PAR,     TV_Channel.Hight_definition_TV,     TV_Channel.Pay_per_view_PPV,     TV_Channel.Package_Option FROM     TV_Channel WHERE     TV_Channel.Channel != 'English' GROUP BY     TV_Channel.id ORDER BY     TV_Channel.id  ","SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'",tvshow
641,find id of the tv channels that from the countries where have more than two tv channels.,SELECT T1.id FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.id WHERE T2.Country IN (SELECT T1.Country FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.id GROUP BY T2.Country HAVING COUNT(*) > 2)  ,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tvshow
642,What are the ids of all tv channels that have more than 2 TV channels?,SELECT T1.id FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id  =  T2.Channel WHERE T2.Channel > 2 AND T2.Channel != 2  ,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tvshow
643,find the id of tv channels that do not play any cartoon directed by Ben Jones.,SELECT T1.id FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id  =  T2.Channel WHERE T2.Directed_by  !=  'Ben Jones' AND T2.Channel  !=  T1.id  ,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',tvshow
644,What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,SELECT   ,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',tvshow
645,find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,"SELECT Package_Option FROM TV_Channel WHERE id NOT IN (SELECT Channel FROM Cartoon WHERE Directed_by = ""Ben Jones"")  ",SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),tvshow
646,What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,SELECT Package_Option FROM TV_Channel WHERE Channel NOT IN (SELECT Channel FROM Cartoon WHERE Directed_by = 'Ben Jones')  ,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),tvshow
647,How many poker players are there?,SELECT count(*) FROM poker_player  ,SELECT count(*) FROM poker_player,poker_player
648,Count the number of poker players.,SELECT COUNT (Poker_Player_ID) FROM poker_player  ,SELECT count(*) FROM poker_player,poker_player
649,List the earnings of poker players in descending order.,SELECT Earnings FROM poker_player ORDER BY Earnings DESC  ,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,poker_player
650,"What are the earnings of poker players, ordered descending by value?",SELECT Earnings FROM poker_player ORDER BY Earnings DESC  ,SELECT Earnings FROM poker_player ORDER BY Earnings DESC,poker_player
651,List the final tables made and the best finishes of poker players.,"SELECT Final_Table_Made ,  Best_Finish FROM poker_player GROUP BY Final_Table_Made ORDER BY Best_Finish DESC LIMIT 10  ","SELECT Final_Table_Made ,  Best_Finish FROM poker_player",poker_player
652,What are the final tables made and best finishes for all poker players?,"SELECT Final_Table_Made ,  Best_Finish FROM poker_player  ","SELECT Final_Table_Made ,  Best_Finish FROM poker_player",poker_player
653,What is the average earnings of poker players?,SELECT avg(Earnings) FROM poker_player WHERE poker_player.People_ID = people.People_ID  ,SELECT avg(Earnings) FROM poker_player,poker_player
654,Return the average earnings across all poker players.,SELECT avg(Earnings) FROM poker_player WHERE poker_player.People_ID = people.People_ID  ,SELECT avg(Earnings) FROM poker_player,poker_player
655,What is the money rank of the poker player with the highest earnings?,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1  ,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1,poker_player
656,Return the money rank of the player with the greatest earnings.,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1  ,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1,poker_player
657,What is the maximum number of final tables made among poker players with earnings less than 200000?,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings < 200000 GROUP BY People_ID  ,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000,poker_player
658,Return the maximum final tables made across all poker players who have earnings below 200000.,SELECT T1.Final_Table_Made FROM poker_player AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  < 200000 AND T2.People_ID IS NOT NULL  ,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000,poker_player
659,What are the names of poker players?,SELECT name FROM poker_player WHERE poker_player.People_ID = people.People_ID  ,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID,poker_player
660,Return the names of all the poker players.,SELECT name FROM poker_player  ,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID,poker_player
661,What are the names of poker players whose earnings is higher than 300000?,SELECT Name FROM poker_player WHERE Earnings > 300000  ,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000,poker_player
662,Give the names of poker players who have earnings above 300000.,SELECT Name FROM poker_player WHERE Earnings > 300000  ,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000,poker_player
663,List the names of poker players ordered by the final tables made in ascending order.,SELECT Name ORDER BY Final_Table_Made ASC FROM poker_player WHERE poker_player.People_ID = people.People_ID  ,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Final_Table_Made,poker_player
664,"What are the names of poker players, ordered ascending by the number of final tables they have made?","SELECT Name ,  Final_Table_Made FROM poker_player ORDER BY Final_Table_Made DESC LIMIT 10  ",SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Final_Table_Made,poker_player
665,What is the birth date of the poker player with the lowest earnings?,SELECT Birth_Date FROM people WHERE People_ID = (SELECT People_ID FROM poker_player ORDER BY Earnings ASC LIMIT 1)  ,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1,poker_player
666,Return the birth date of the poker player with the lowest earnings.,SELECT Birth_Date FROM people WHERE People_ID = (SELECT People_ID FROM poker_player ORDER BY Earnings ASC LIMIT 1)  ,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1,poker_player
