,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
535,how many dead patients had diagnoses of methicillin susceptible pneumonia due to staphylococcus aureus?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  IS NOT NULL AND T2.ICD9_CODE  =  '00000' AND T2.LONG_TITLE  =  'Methicillin susceptible pneumonia' AND T2.SHORT_TITLE  =  'Staphylococcus aureus',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""SHORT_TITLE"" = ""Meth sus pneum d/t Staph""",medical
536,how many dead patients were diagnosed with esophageal reflux?,SELECT count(DISTINCT T2.ICD9_CODE) FROM Demographic AS T1 JOIN diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  IS NOT NULL AND T2.ICD9_CODE  =  'esophageal reflux',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""SHORT_TITLE"" = ""Esophageal reflux""",medical
537,what number of patients diagnosed with other persistent mental disorders due to conditions classified elsewhere had death staus as 1?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.EXPIRE_FLAG  =  1 AND T2.ICD9_CODE  =  '299.9',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""LONG_TITLE"" = ""Other persistent mental disorders due to conditions classified elsewhere""",medical
538,"give the number of patients whose death status is 1 and diagnosis long title is contusion of face, scalp, and neck except eye(s).","SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  =  1 AND T2.LONG_TITLE  =  'Contusion of face, scalp, and neck except eye(s)'","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""LONG_TITLE"" = ""Contusion of face, scalp, and neck except eye(s)""",medical
539,count the number of patients whose death status is 1 and diagnosis long title is tietze's disease.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.EXPIRE_FLAG  =  1 AND T2.LONG_TITLE  =  'Tietze's disease',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND DIAGNOSES.""LONG_TITLE"" = ""Tietze's disease""",medical
540,Find the number of patients who were diagnosed with tobacco use disorder and survived,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD IS NOT NULL AND T2.ICD9_CODE  =  '296.4',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND DIAGNOSES.""LONG_TITLE"" = ""Tobacco use disorder""",medical
541,how many living patients have procedure icd9 code 540?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  540,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND PROCEDURES.""ICD9_CODE"" = ""540""",medical
542,how many of the patients with icd9 code 4513 have unspecified death status,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 WHERE T1.EXPIRE_FLAG  =  'unspecified' AND T1.SUBJECT_ID IN (SELECT DISTINCT T2.SUBJECT_ID FROM Demographic AS T2 WHERE T2.SUBJECT_ID IN (SELECT DISTINCT T3.SUBJECT_ID FROM Diagnoses AS T3 WHERE T3.ICD9_CODE  =  4513)),"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND PROCEDURES.""ICD9_CODE"" = ""4513""",medical
543,how many patients that survived were procedured with icd9 code 3152?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD IS NOT NULL AND T2.ICD9_CODE  =  3152,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND PROCEDURES.""ICD9_CODE"" = ""3512""",medical
544,Find the number of patients who had procedure titled fiber-optic bronchoscopy and have their status as 0.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.EXPIRE_FLAG  =  0 AND T2.LONG_TITLE  =  'Fiber-optic bronchoscopy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND PROCEDURES.""LONG_TITLE"" = ""Fiber-optic bronchoscopy""",medical
545,Provide the number of patients that died with a drug named baclofen.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DOD  IS NOT NULL AND T2.DRUG  =  'Baclofen',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND PRESCRIPTIONS.""DRUG"" = ""Baclofen""",medical
546,how many dead patients had ondansetron odt medication prescription?,SELECT count(DISTINCT T1.DOD) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.DRUG  =  'Ondansetron odt',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND PRESCRIPTIONS.""DRUG"" = ""Ondansetron ODT""",medical
547,what number of patients are there with death status 1 and drug code alte 1/5i?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.EXPIRE_FLAG  =  1 AND T2.DRUG_CODE  =  'Alte 1/5i',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""ALTE1/5I""",medical
548,report the number of patients who had hemoglobin lab test and are still alive.,SELECT count(DISTINCT T1.subject_id) FROM lab AS T1 JOIN demographic AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T1.itemid  =  'hemoglobin' AND T2.dod IS NULL ,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND LAB.""LABEL"" = ""Hemoglobin""",medical
549,Provide the number of patients who were ordered to get a vancomycin lab test and are still alive.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Lab AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ITEMID  =  'vancomycin' AND T2.EXPIRE_FLAG  =  0,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""0"" AND LAB.""LABEL"" = ""Vancomycin""",medical
550,"get the number of dead patients who had total protein, body fluid lab test.",SELECT count(DISTINCT T2.itemid) FROM demographic AS T1 JOIN lab AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T2.itemid  =  'total protein' OR T2.itemid  =  'body fluid' AND T1.dod  IS NOT NULL,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""EXPIRE_FLAG"" = ""1"" AND LAB.""LABEL"" = ""Total Protein, Body Fluid""",medical
551,count the number of inpatient hospital admitted patients who were discharged to skilled nursing facility.,SELECT count(*) FROM Demographic WHERE DISCHARGE_LOCATION  =  'skilled nursing facility',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRSF WITHIN THIS FACILITY"" AND DEMOGRAPHIC.""DISCHARGE_LOCATION"" = ""SNF""",medical
552,Provide the number of emergency room admitted patients with primary disease left internal jugular vein thrombosis left arm edema.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID JOIN Lab AS T3 ON T2.ICD9_CODE  =  T3.ITEMID WHERE T3.LABEL  =  'Left' AND T3.LABEL  =  'arm' AND T3.LABEL  =  'edema' AND T3.LABEL  =  'left' AND T3.LABEL  =  'internal' AND T3.LABEL  =  'jugular' AND T3.LABEL  =  'vein' AND T3.LABEL  =  'thrombosis',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""LEFT INTERNAL JUGULAR VEIN THROMBOSIS;LEFT ARM EDEMA""",medical
553,how many patients have their admission location as clinic referral/premature and ventricular tachycardia as their primary disease?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'clinic referral/premature' AND T2.ICD9_CODE  =  'ventricular tachycardia',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""VENTRICULAR TACHYCARDIA""",medical
554,"find how many patients had admission location as clinic referral/premature and primary disease as sigmoid diverticulitis, colovestical fistula/sda.",SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.ADMISSION_LOCATION  =  'clinic referral/premature' AND (T2.LONG_TITLE  =  'Sigmoid diverticulitis' OR T2.LONG_TITLE  =  'colovestical fistula/sda'),"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""SIGMOID DIVERTICULITIS, COLOVESTICAL FISTULA/SDA""",medical
555,Count the number of inpatient hospital admission patients who have neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues/bone marrow transplant as their primary disease.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ICD9_CODE  =  'neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues/bone marrow transplant',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""NEOPLASM OF UNCERTAIN BEHAVIOR OF OTHER LYMPHATIC AND HEMATOPOIETIC TISSUES\BONE MARROW TRANSPLANT""",medical
556,how many patients with admission location as phys referral/normal deli were diagnosed for copd excerbation.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'phys referral/normal deli' AND T2.ICD9_CODE  =  'COPD',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""COPD EXACERBATION""",medical
557,How many patients admitted in transfer within this facility are primarily diagnosed for copd exacerbation?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'TRANSFER' AND T2.ICD9_CODE  =  'COPD',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRSF WITHIN THIS FACILITY"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""COPD EXACERBATION""",medical
558,How many of the clinic referral/premature patients were born before the year 2120?,SELECT count(*) FROM Demographic WHERE DOB_YEAR  <  2120,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2120""",medical
559,what is the number of office admission patients who were born before 2121?,SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'office' AND DOB_YEAR  <  2121,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2121""",medical
560,how many patients admission location is transferred within this facility with the birth year before 2089?,SELECT count(*) FROM Demographic WHERE ADMISSION_LOCATION  =  'TRANSFER FROM HOSPITAL WITHIN FACILITY' AND DOB_YEAR  <  2089,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRSF WITHIN THIS FACILITY"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2089""",medical
561,count the number of inpatient hospital admission patients born before 2092.,SELECT count(*) FROM Demographic WHERE DOB_YEAR  <  2092,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRSF WITHIN THIS FACILITY"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2092""",medical
562,report the number of clinic referred patients who were admitted prematurely before 2121.,SELECT count(*) FROM Demographic WHERE ADMISSION_TYPE  =  'clinic referred' AND ADMITTIME  <  2121,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2121""",medical
563,how many patients are admitted in location under phys referral/normal deli and diagnosed with icd9 code e9530?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'under phys referral/normal deli' AND T1.ADMISSION_TYPE  =  'Normal Delivery' AND T2.ICD9_CODE  =  'e9530',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND DIAGNOSES.""ICD9_CODE"" = ""E9530""",medical
564,how many patients are in admission location clinic referral/premature and with diagnosis icd9 code 431?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'clinic referral/premature' AND T2.ICD9_CODE  =  431,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DIAGNOSES.""ICD9_CODE"" = ""431""",medical
565,how many patients had admission location as clinic referral/premature and diagnoses icd9 code as 25541?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'clinic referral/premature' AND T2.ICD9_CODE  =  '25541',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND DIAGNOSES.""ICD9_CODE"" = ""25541""",medical
566,how many of the patients on phys referral/normal deli had heart valve transplant?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'Phys Referral' OR T1.ADMISSION_TYPE  =  'Normal Delivery' AND T2.ICD9_CODE  =  '39.9',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND DIAGNOSES.""SHORT_TITLE"" = ""Heart valve transplant""",medical
567,Count the number of inpatient hospital admission patients who have esophageal varices in diseases classified elsewhere with bleeding diagnoses.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ITEMID  =  'esophageal varices' AND T3.ICD9_CODE  =  'bleeding diagnoses',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND DIAGNOSES.""LONG_TITLE"" = ""Esophageal varices in diseases classified elsewhere, with bleeding""",medical
568,find the number of patients admitted in the emergency room under procedure icd9 code 9229.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'EMERGENCY_ROOM' AND T2.ICD9_CODE  =  9229,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""ICD9_CODE"" = ""9229""",medical
569,how many patients are admitted in clinic referral/premature and followed the procedure icd9 code 5781?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'clinic referral/premature' AND T2.ICD9_CODE  =  5781,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""CLINIC REFERRAL/PREMATURE"" AND PROCEDURES.""ICD9_CODE"" = ""5781""",medical
570,Give the number of patients whose admission location is transfer from hosp/extram that had a procedure icd9 code of 40.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'transfer from hosp/extram' AND T2.ICD9_CODE  =  40,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""TRANSFER FROM HOSP/EXTRAM"" AND PROCEDURES.""ICD9_CODE"" = ""40""",medical
571,what is the total number of patients who had icd9 code 5091 when admitted on on phys referral/normal deli,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'phys referral/normal deli' AND T2.ICD9_CODE  =  5091,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND PROCEDURES.""ICD9_CODE"" = ""5091""",medical
572,what is the number of patients whose admission location is emergency room admit and with procedure closed biopsy of tongue?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'emergency room admit' AND T2.ICD9_CODE  =  'closed biopsy of tongue',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""SHORT_TITLE"" = ""Closed biopsy of tongue""",medical
573,count the number of patients whose admission location is emergency room admit and procedure short title is exc/dest hrt lesion open,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_LOCATION  =  'emergency room admit' AND T2.SHORT_TITLE  =  'Exc/dest hrt lesion open',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""SHORT_TITLE"" = ""Exc/dest hrt lesion open""",medical
574,what is the number of patients who were admitted via emergency room and had open liver biopsy procedure?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Procedures AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'Emergency' AND T2.LONG_TITLE  =  'Open liver biopsy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT"" AND PROCEDURES.""SHORT_TITLE"" = ""Open liver biopsy""",medical
575,count the number of office admitted patients who are taking bupropion (sustained release) medication.,SELECT count(DISTINCT T1.HADM_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ADMISSION_TYPE  =  'office' AND T2.DRUG  =  'Bupropion (sustained release)',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI"" AND PRESCRIPTIONS.""DRUG"" = ""BuPROPion (Sustained Release)""",medical
